$	CD	6
CC	JJ	2
CC	NN	3
CC	IN	1
NNP	VBP	1
NNP	NNP	4
NNP	,	1
NNP	WDT	1
NNP	NN	3
NNP	IN	1
,	CC	2
,	NNS	1
,	DT	1
VBN	,	1
VBN	NN	1
VBN	TO	1
VBN	IN	2
JJS	$	1
CD	CD	6
CD	IN	8
.	DT	1
.	IN	1
JJ	CD	2
JJ	NNP	1
JJ	NN	6
JJ	NNS	2
NN	CC	3
NN	.	3
NN	,	1
NN	NN	4
NN	NNS	4
NN	IN	4
NN	VBD	3
NNS	VBP	1
NNS	CC	1
NNS	VBN	1
NNS	VBD	1
NNS	IN	5
TO	VBG	1
DT	NNP	4
DT	JJ	1
DT	NNS	1
DT	NN	3
DT	VBN	1
VBD	$	1
VBD	JJ	1
VBD	VBN	1
VBD	IN	1
RB	,	1
RB	IN	1
WDT	VBZ	1
IN	$	4
IN	RB	1
IN	NNP	2
IN	JJS	1
IN	JJR	1
IN	JJ	6
IN	NN	2
IN	NNS	1
IN	VBG	1
IN	DT	7
VBP	VBN	2
JJR	IN	2
VBZ	RB	1
VBG	JJR	1
VBG	JJ	1
