#	#	142
$	$	7579
$	A$	24
$	C	1
$	C$	77
$	HK$	10
$	M$	8
$	S$	2
$	US$	56
''	'	142
''	''	7719
(	(	1337
(	{	237
)	)	1353
)	}	237
,	,	53069
,	2	1
,	Wa	1
,	an	1
,	section	1
.	!	69
.	.	42072
.	?	464
:	'	3
:	-	84
:	--	2334
:	...	196
:	:	1540
:	;	1321
CC	&	1122
CC	'N	1
CC	'n'	4
CC	AND	13
CC	And	578
CC	Both	3
CC	But	1876
CC	Either	5
CC	Neither	10
CC	Nor	19
CC	Or	34
CC	Plus	1
CC	So	7
CC	Yet	31
CC	and	17222
CC	and\/or	2
CC	both	24
CC	but	1806
CC	either	54
CC	et	1
CC	less	22
CC	minus	6
CC	neither	19
CC	nor	64
CC	one	1
CC	or	2691
CC	plus	44
CC	so	4
CC	times	6
CC	v.	5
CC	versus	3
CC	vs.	8
CC	whether	6
CC	yet	13
CD	'30s	1
CD	'40s	1
CD	'50s	1
CD	'60s	1
CD	'68	1
CD	'70s	1
CD	'71	1
CD	'80s	1
CD	'82	1
CD	'86	2
CD	'87	4
CD	-0.06	1
CD	.125	1
CD	.23	1
CD	.270	1
CD	.50	1
CD	.9.82	1
CD	0	1
CD	0.0003	1
CD	0.0015	1
CD	0.0018	1
CD	0.0047	1
CD	0.0055	1
CD	0.0075	1
CD	0.0085	1
CD	0.01	8
CD	0.0100	1
CD	0.0108	1
CD	0.0115	1
CD	0.02	2
CD	0.025	1
CD	0.03	3
CD	0.0343	1
CD	0.05	9
CD	0.1	15
CD	0.10	5
CD	0.11	1
CD	0.12	2
CD	0.13	3
CD	0.14	1
CD	0.15	3
CD	0.16	2
CD	0.17	1
CD	0.18	1
CD	0.19	4
CD	0.2	37
CD	0.20	2
CD	0.22	1
CD	0.23	1
CD	0.24	2
CD	0.25	12
CD	0.26	2
CD	0.27	1
CD	0.272	1
CD	0.28	3
CD	0.3	21
CD	0.30	1
CD	0.31	2
CD	0.32	3
CD	0.35	1
CD	0.36	1
CD	0.37	1
CD	0.375	2
CD	0.39	1
CD	0.4	16
CD	0.43	2
CD	0.44	1
CD	0.45	3
CD	0.47	1
CD	0.48	1
CD	0.5	16
CD	0.50	2
CD	0.51	1
CD	0.53	3
CD	0.54	1
CD	0.55	1
CD	0.56	1
CD	0.57	1
CD	0.58	1
CD	0.59	2
CD	0.6	7
CD	0.60	6
CD	0.6287	1
CD	0.63	1
CD	0.65	1
CD	0.66	1
CD	0.7	14
CD	0.71	2
CD	0.75	2
CD	0.76	1
CD	0.8	3
CD	0.82	4
CD	0.84	2
CD	0.88	4
CD	0.89	2
CD	0.9	18
CD	0.91	2
CD	0.92	1
CD	0.94	1
CD	0.95	5
CD	0.99	2
CD	1	657
CD	1,000	96
CD	1,001	1
CD	1,003,884	1
CD	1,012	2
CD	1,014	1
CD	1,022,000	1
CD	1,026.46	1
CD	1,030	1
CD	1,040	2
CD	1,048,500,000	1
CD	1,050	1
CD	1,059.04	1
CD	1,062	1
CD	1,063,946	1
CD	1,070,000	1
CD	1,075,000	1
CD	1,087	1
CD	1,100	4
CD	1,103.11	1
CD	1,111	2
CD	1,118	1
CD	1,120,317	1
CD	1,124	1
CD	1,130	1
CD	1,141	1
CD	1,150	1
CD	1,150,000	2
CD	1,155	1
CD	1,174	1
CD	1,177,000	1
CD	1,200	6
CD	1,200,000	1
CD	1,222	1
CD	1,224	1
CD	1,235	1
CD	1,240	1
CD	1,244	1
CD	1,250	2
CD	1,250,000	2
CD	1,263,000	1
CD	1,271	1
CD	1,275,000	1
CD	1,290	1
CD	1,296,000	1
CD	1,298	1
CD	1,300	3
CD	1,300,000	1
CD	1,310	1
CD	1,327	1
CD	1,342,264	1
CD	1,350,000	1
CD	1,365,226	2
CD	1,368	1
CD	1,384,119	1
CD	1,400	5
CD	1,400,000	1
CD	1,402,000	1
CD	1,425,035	1
CD	1,430	1
CD	1,430,000	1
CD	1,435	1
CD	1,450	1
CD	1,455,000	1
CD	1,458,000	1
CD	1,460	1
CD	1,475,000	1
CD	1,480	1
CD	1,490	1
CD	1,500	17
CD	1,510	1
CD	1,520	1
CD	1,531,000	1
CD	1,534,600	1
CD	1,550	1
CD	1,570	1
CD	1,600	3
CD	1,616,000	1
CD	1,620	3
CD	1,640	2
CD	1,640,000	1
CD	1,642	1
CD	1,656,870	1
CD	1,657,736	1
CD	1,680	2
CD	1,695,000	1
CD	1,700	3
CD	1,716	1
CD	1,730	1
CD	1,735	1
CD	1,745,000	1
CD	1,749,000	1
CD	1,750	2
CD	1,750,000	1
CD	1,754,000	1
CD	1,770	1
CD	1,774,326	1
CD	1,784,400	1
CD	1,800	6
CD	1,802,000	1
CD	1,809,300	1
CD	1,810,700	1
CD	1,816,000	2
CD	1,826,596	1
CD	1,828,000	2
CD	1,837,800	1
CD	1,838,200	1
CD	1,839,600	1
CD	1,843,000	1
CD	1,848,000	1
CD	1,850	7
CD	1,853,735	1
CD	1,859	1
CD	1,892	1
CD	1,900	3
CD	1,908	1
CD	1,930	1
CD	1,940	2
CD	1,977	1
CD	1,979,000	1
CD	1,980	1
CD	1.	1
CD	1.0	4
CD	1.01	3
CD	1.011	1
CD	1.02	11
CD	1.03	9
CD	1.04	9
CD	1.045	1
CD	1.05	11
CD	1.06	4
CD	1.07	5
CD	1.08	3
CD	1.09	2
CD	1.1	51
CD	1.10	12
CD	1.11	10
CD	1.12	5
CD	1.125	12
CD	1.1270	1
CD	1.1280	1
CD	1.13	5
CD	1.14	5
CD	1.142	1
CD	1.143	1
CD	1.15	14
CD	1.1510	1
CD	1.1580	1
CD	1.16	6
CD	1.1650	1
CD	1.168	1
CD	1.17	4
CD	1.175	1
CD	1.18	8
CD	1.19	11
CD	1.1960	1
CD	1.2	52
CD	1.20	10
CD	1.21	4
CD	1.22	6
CD	1.23	7
CD	1.2345	1
CD	1.24	7
CD	1.25	36
CD	1.255	1
CD	1.26	9
CD	1.2645	1
CD	1.27	6
CD	1.2745	1
CD	1.2795	1
CD	1.28	1
CD	1.29	7
CD	1.2965	1
CD	1.3	47
CD	1.30	5
CD	1.31	5
CD	1.32	5
CD	1.33	1
CD	1.34	5
CD	1.35	10
CD	1.36	5
CD	1.37	4
CD	1.375	6
CD	1.38	2
CD	1.388	1
CD	1.39	3
CD	1.4	42
CD	1.40	6
CD	1.41	4
CD	1.42	9
CD	1.43	8
CD	1.44	7
CD	1.45	4
CD	1.457	1
CD	1.46	6
CD	1.465	1
CD	1.47	4
CD	1.48	7
CD	1.49	3
CD	1.5	82
CD	1.5-mile	1
CD	1.50	18
CD	1.51	2
CD	1.52	5
CD	1.53	4
CD	1.54	7
CD	1.5463	1
CD	1.55	9
CD	1.5500	1
CD	1.5523	2
CD	1.56	5
CD	1.57	3
CD	1.5753	1
CD	1.5755	2
CD	1.5765	4
CD	1.5775	1
CD	1.5795	2
CD	1.58	5
CD	1.5805	2
CD	1.5820	3
CD	1.5825	2
CD	1.5840	2
CD	1.5890	1
CD	1.59	1
CD	1.5930	1
CD	1.5940	1
CD	1.6	49
CD	1.60	3
CD	1.6055	1
CD	1.61	2
CD	1.6143	1
CD	1.6145	4
CD	1.62	1
CD	1.625	4
CD	1.63	4
CD	1.637	1
CD	1.64	5
CD	1.65	8
CD	1.66	2
CD	1.67	3
CD	1.68	1
CD	1.69	4
CD	1.7	52
CD	1.70	6
CD	1.70-to-1.90	1
CD	1.71	7
CD	1.72	4
CD	1.73	2
CD	1.74	3
CD	1.75	15
CD	1.76	4
CD	1.77	6
CD	1.78	3
CD	1.79	3
CD	1.8	52
CD	1.80	6
CD	1.81	3
CD	1.82	7
CD	1.8200	1
CD	1.83	2
CD	1.8300	3
CD	1.8340	5
CD	1.8353	4
CD	1.8355	3
CD	1.84	2
CD	1.8400	3
CD	1.8410	1
CD	1.8415	5
CD	1.8435	1
CD	1.8470	5
CD	1.8480	1
CD	1.8485	2
CD	1.85	10
CD	1.8500	3
CD	1.8535	1
CD	1.8560	1
CD	1.8578	2
CD	1.86	4
CD	1.8650-1.8850	1
CD	1.8655	3
CD	1.8665	1
CD	1.8667	4
CD	1.8685	5
CD	1.8690	1
CD	1.87	2
CD	1.8720	1
CD	1.8735	1
CD	1.8740	1
CD	1.875	9
CD	1.88	3
CD	1.8895	1
CD	1.89	2
CD	1.9	27
CD	1.90	3
CD	1.9083	2
CD	1.91	3
CD	1.9140	1
CD	1.916	1
CD	1.9166	1
CD	1.92	2
CD	1.93	4
CD	1.9375	1
CD	1.94	2
CD	1.95	3
CD	1.96	1
CD	1.97	1
CD	1.98	1
CD	1.99	2
CD	10	572
CD	10%-12	1
CD	10,000	82
CD	10,004	1
CD	10,100,000	1
CD	10,300	1
CD	10,450,000	1
CD	10,674,500	1
CD	10,873	1
CD	10-11	3
CD	10-2	1
CD	10-year	1
CD	10.01	1
CD	10.03	2
CD	10.05	2
CD	10.08	1
CD	10.09	1
CD	10.1	4
CD	10.12	1
CD	10.125	1
CD	10.13	1
CD	10.14	1
CD	10.16	1
CD	10.17	1
CD	10.19	1
CD	10.2	11
CD	10.3	2
CD	10.30	1
CD	10.33	1
CD	10.35	2
CD	10.37	1
CD	10.375	1
CD	10.38	1
CD	10.4	11
CD	10.40	1
CD	10.43	3
CD	10.44	1
CD	10.48	2
CD	10.485	1
CD	10.5	9
CD	10.50	1
CD	10.59	3
CD	10.6	7
CD	10.62	1
CD	10.625	2
CD	10.66	1
CD	10.7	3
CD	10.72	1
CD	10.75	2
CD	10.77	5
CD	10.78	1
CD	10.8	3
CD	10.83	1
CD	10.86	2
CD	10.875	1
CD	10.9	4
CD	10.95	1
CD	10.958	1
CD	10.98	1
CD	100	313
CD	100,000	53
CD	100,980	1
CD	100-stock	1
CD	100.05	1
CD	100.2	1
CD	100.4	3
CD	100.5	1
CD	100.625	1
CD	100.8	1
CD	100.96	1
CD	1000	1
CD	101	38
CD	101,000	1
CD	101,250	3
CD	101.225	1
CD	101.4	1
CD	101.45	1
CD	101.5	1
CD	101.60	1
CD	101.75	1
CD	101.80	1
CD	101.90	1
CD	101.95	1
CD	101.98	1
CD	1017.69	1
CD	102	25
CD	102,000	1
CD	102.01	1
CD	102.06	3
CD	102.1	1
CD	102.25	1
CD	102.625	2
CD	103	20
CD	103,000	1
CD	103.05	1
CD	103.1	1
CD	103.98	1
CD	104	8
CD	104.75	1
CD	104.79	1
CD	104.8	1
CD	105	12
CD	105,000	1
CD	105.2	1
CD	105.39	1
CD	105.4	1
CD	106	12
CD	106,100	1
CD	106.2	1
CD	106.6	1
CD	106.7	1
CD	107	12
CD	107,100	1
CD	107.03	1
CD	107.50	1
CD	107.87	1
CD	107.9	1
CD	108	7
CD	108.2	1
CD	108.3	2
CD	108.4	2
CD	108.6	1
CD	108.625	1
CD	109	8
CD	109.25	1
CD	109.4	1
CD	109.50	1
CD	109.66	1
CD	109.73	1
CD	1099	1
CD	10:08	1
CD	10:10	2
CD	10:15	1
CD	10:25	2
CD	10:30	3
CD	10:33	1
CD	10:40	2
CD	10:45	1
CD	10\/32	6
CD	11	232
CD	11,000	5
CD	11,141,711	1
CD	11,390,000	1
CD	11,429,243	1
CD	11,450	1
CD	11,580	1
CD	11,586	1
CD	11,700	1
CD	11,742,368	1
CD	11,762	1
CD	11,775,000	1
CD	11,795	1
CD	11,820,000	1
CD	11.0	1
CD	11.04	2
CD	11.08	1
CD	11.1	2
CD	11.10	1
CD	11.125	1
CD	11.13	1
CD	11.2	2
CD	11.25	5
CD	11.3	5
CD	11.38	2
CD	11.4	5
CD	11.41	1
CD	11.44	1
CD	11.5	10
CD	11.50	1
CD	11.53	1
CD	11.56	1
CD	11.57	2
CD	11.6	2
CD	11.60	2
CD	11.625	1
CD	11.7	4
CD	11.71	1
CD	11.72	1
CD	11.8	6
CD	11.80	1
CD	11.88	1
CD	11.9	4
CD	11.90	1
CD	11.91	1
CD	11.95	2
CD	110	27
CD	110,000	2
CD	110.4	1
CD	110.6	2
CD	110.9	1
CD	111	15
CD	111,000	1
CD	111.2	1
CD	111.48	2
CD	111.9	1
CD	11150	1
CD	112	8
CD	112,000	2
CD	112,383	1
CD	112.16	1
CD	112.2	1
CD	112.5	2
CD	112.50	1
CD	112.625	1
CD	112.9	1
CD	113	3
CD	113.2	1
CD	114	8
CD	114.2	1
CD	114.3	4
CD	114.4	2
CD	114.5	1
CD	114.6	1
CD	114.63	1
CD	114.7	1
CD	114.76	1
CD	115	12
CD	116	3
CD	116,000	1
CD	116.56	1
CD	116.7	1
CD	116.8	1
CD	116.9	1
CD	117	4
CD	117.2	1
CD	117.3	1
CD	117.375	1
CD	117.7	1
CD	117.9	1
CD	118	4
CD	118.6	1
CD	119	11
CD	119.88	2
CD	1190.43	1
CD	1191.86	1
CD	1199.32	1
CD	11:08	1
CD	11:15	1
CD	11:30	1
CD	11:54	1
CD	11:59	2
CD	11\/16	39
CD	11\/32	5
CD	12	244
CD	12,000	3
CD	12,006,883	1
CD	12,017,724	1
CD	12,092	1
CD	12,190,000	1
CD	12,252	1
CD	12,275	1
CD	12,281	1
CD	12,283,217	1
CD	12,345	1
CD	12,470,000	1
CD	12,500	1
CD	12,500,000	1
CD	12,573,758	1
CD	12,591	1
CD	12,822,563	1
CD	12.05	1
CD	12.09	2
CD	12.10	1
CD	12.12	1
CD	12.125	1
CD	12.2	1
CD	12.3	6
CD	12.38	1
CD	12.39	1
CD	12.4	5
CD	12.44	1
CD	12.45	4
CD	12.48	1
CD	12.49	1
CD	12.5	46
CD	12.50	1
CD	12.52	1
CD	12.57	1
CD	12.6	6
CD	12.60	1
CD	12.66	1
CD	12.68	1
CD	12.7	5
CD	12.74	1
CD	12.75	4
CD	12.76	1
CD	12.8	4
CD	12.875	1
CD	12.9	8
CD	12.9375	1
CD	12.94	1
CD	12.95	1
CD	12.97	2
CD	12.98	1
CD	120	55
CD	120,000	7
CD	120-140	1
CD	120.1	1
CD	120.2	1
CD	120.6	1
CD	120.7	2
CD	120.75	1
CD	120.8	1
CD	1205.01	1
CD	1205.19	1
CD	1206.26	1
CD	121	2
CD	121.2	1
CD	121.6	1
CD	1210.70	1
CD	122	4
CD	122,700	1
CD	122.36	1
CD	122.4	1
CD	122.7	2
CD	123	3
CD	123,000	1
CD	123.1	1
CD	123.5	2
CD	123.6	1
CD	123.7	1
CD	123.8	1
CD	123.9	1
CD	1230.80	1
CD	1236.66	1
CD	124	3
CD	124,000	1
CD	124,732	1
CD	124,875	5
CD	124.2	1
CD	124.5	1
CD	1247.87	2
CD	125	30
CD	125,000	2
CD	125,075	1
CD	125,849	1
CD	125.1	2
CD	125.7	1
CD	1254.27	2
CD	126	3
CD	126,000	1
CD	126,630,000	1
CD	126.1	2
CD	126.15	1
CD	126.6	1
CD	126.68	1
CD	1263.51	1
CD	127	3
CD	127,446	1
CD	127.03	1
CD	127.5	1
CD	128	4
CD	128.1	1
CD	128.7	1
CD	128.9	1
CD	129	2
CD	129.22	1
CD	129.24	1
CD	129.25	1
CD	129.3	1
CD	129.38	1
CD	129.49	2
CD	129.6	1
CD	129.62	1
CD	129.63	1
CD	129.72	2
CD	129.84	1
CD	129.87	1
CD	129.90	1
CD	129.91	1
CD	129.97	1
CD	12:01	2
CD	12:06	1
CD	12:07	1
CD	12:15	1
CD	12:38	1
CD	12:48	1
CD	12:49	2
CD	12:54	1
CD	12\/32	4
CD	13	224
CD	13,000	3
CD	13,056	1
CD	13,120	2
CD	13,249	1
CD	13,400	1
CD	13,433	1
CD	13,575	1
CD	13,865,000	1
CD	13-12	1
CD	13-7	1
CD	13.02	1
CD	13.05	2
CD	13.07	1
CD	13.1	11
CD	13.15	1
CD	13.18	1
CD	13.2	6
CD	13.25	1
CD	13.27	1
CD	13.3	1
CD	13.32	1
CD	13.34	1
CD	13.35	1
CD	13.39	1
CD	13.4	8
CD	13.44	1
CD	13.5	10
CD	13.50	13
CD	13.6	7
CD	13.625	4
CD	13.63	1
CD	13.64	1
CD	13.65	2
CD	13.67	1
CD	13.7	4
CD	13.71	2
CD	13.73	1
CD	13.75	2
CD	13.78	1
CD	13.79	1
CD	13.8	10
CD	13.81	1
CD	13.9	1
CD	13.90	1
CD	13.94	2
CD	13.97	1
CD	130	32
CD	130,000	4
CD	130.09	1
CD	130.1	1
CD	130.13	1
CD	130.16	1
CD	130.36	1
CD	130.46	1
CD	130.6	1
CD	130.7	1
CD	130.76	1
CD	130.80	1
CD	130.875	1
CD	1304.23	2
CD	131	2
CD	131,146	1
CD	131.01	1
CD	131.04	1
CD	131.34	1
CD	131.64	1
CD	132	4
CD	132,000	2
CD	132,620,000	1
CD	132.6	1
CD	132.8	2
CD	132.9	1
CD	133	2
CD	133.1	1
CD	133.4	1
CD	133.7	1
CD	133.8	2
CD	134	2
CD	134,000	1
CD	134,550	1
CD	134,750,000	1
CD	134.2	1
CD	134.8	3
CD	134.9	1
CD	135	12
CD	135,860,000	1
CD	135.09	1
CD	135.3	1
CD	135.6	1
CD	135.9	1
CD	136	4
CD	136,000	1
CD	136,800	1
CD	136.28	1
CD	136.4	1
CD	137	2
CD	137,200	1
CD	137,550,000	1
CD	137.2	1
CD	137.20	1
CD	137.4	1
CD	137.5	1
CD	137.6	2
CD	138	2
CD	138.4	1
CD	138.625	1
CD	139	4
CD	139.30	1
CD	139.75	1
CD	139.95	1
CD	13\/16	11
CD	13\/32	1
CD	14	146
CD	14,000	2
CD	14,099	1
CD	14,505	1
CD	14,580,000	1
CD	14,789,000	1
CD	14,821	1
CD	14.	1
CD	14.00	1
CD	14.06	3
CD	14.1	4
CD	14.11	1
CD	14.125	1
CD	14.2	3
CD	14.22	1
CD	14.24	1
CD	14.25	2
CD	14.26	1
CD	14.27	1
CD	14.28	1
CD	14.3	5
CD	14.31	1
CD	14.375	1
CD	14.4	1
CD	14.43	2
CD	14.44	1
CD	14.5	7
CD	14.50	1
CD	14.53	1
CD	14.54	1
CD	14.6	9
CD	14.60	1
CD	14.66	1
CD	14.7	3
CD	14.70	1
CD	14.75	4
CD	14.76	1
CD	14.8	6
CD	14.85	1
CD	14.9	2
CD	14.90	1
CD	14.933	1
CD	14.95	1
CD	14.99	2
CD	140	24
CD	140,000	3
CD	140.1	1
CD	140.106	1
CD	140.74	2
CD	140.90	1
CD	140.91	1
CD	140.95	1
CD	140.97	1
CD	1406.29	1
CD	141	1
CD	141,903	1
CD	141.33	1
CD	141.35	1
CD	141.45	5
CD	141.50	3
CD	141.52	4
CD	141.55	2
CD	141.57	1
CD	141.60	1
CD	141.65	3
CD	141.70	4
CD	141.80	3
CD	141.85	2
