PDT	PRP$	37
PDT	NNP	1
PDT	DT	405
CC	PDT	17
CC	CC	8
CC	NNP	4773
CC	,	226
CC	WP$	6
CC	VBN	412
CC	WP	61
CC	RBR	77
CC	CD	1303
CC	RP	2
CC	JJ	3141
CC	PRP	1113
CC	TO	219
CC	EX	102
CC	WRB	113
CC	RB	1519
CC	FW	3
CC	WDT	29
CC	VBP	349
CC	JJR	291
CC	VBZ	650
CC	NNPS	90
CC	(	10
CC	UH	2
CC	$	557
CC	``	177
CC	:	9
CC	JJS	61
CC	LS	2
CC	VB	959
CC	MD	310
CC	NNS	2098
CC	NN	3362
CC	DT	3278
CC	VBD	1095
CC	#	7
CC	RBS	24
CC	IN	1534
CC	)	3
CC	PRP$	492
CC	VBG	586
NNP	PDT	1
NNP	CC	4768
NNP	NNP	43071
NNP	,	15896
NNP	WP$	2
NNP	VBN	90
NNP	WP	62
NNP	RBR	38
NNP	CD	2211
NNP	RP	3
NNP	JJ	978
NNP	PRP	102
NNP	TO	845
NNP	EX	3
NNP	WRB	63
NNP	RB	1038
NNP	FW	48
NNP	WDT	108
NNP	VBP	445
NNP	JJR	11
NNP	VBZ	4291
NNP	NNPS	1691
NNP	(	391
NNP	POS	6288
NNP	$	28
NNP	``	127
NNP	:	795
NNP	JJS	1
NNP	.	6144
NNP	VB	104
NNP	MD	1227
NNP	NN	6679
NNP	NNS	2763
NNP	DT	311
NNP	VBD	7498
NNP	''	293
NNP	RBS	2
NNP	IN	4656
NNP	SYM	3
NNP	PRP$	12
NNP	)	388
NNP	VBG	189
,	PDT	13
,	CC	5459
,	NNP	7686
,	,	1
,	WP$	125
,	VBN	1231
,	WP	738
,	RBR	47
,	CD	1268
,	RP	5
,	JJ	2496
,	PRP	2430
,	TO	558
,	EX	154
,	RB	3260
,	WRB	495
,	FW	19
,	WDT	2132
,	VBP	515
,	VBZ	1843
,	JJR	104
,	NNPS	58
,	(	20
,	UH	23
,	$	138
,	``	789
,	:	5
,	JJS	58
,	LS	3
,	VB	223
,	MD	592
,	NN	2860
,	NNS	1538
,	DT	8042
,	VBD	3174
,	''	3473
,	RBS	22
,	IN	5152
,	PRP$	240
,	VBG	2655
WP$	$	2
WP$	``	1
WP$	NNP	13
WP$	VBN	1
WP$	JJS	2
WP$	CD	4
WP$	JJR	1
WP$	JJ	40
WP$	NN	79
WP$	NNS	69
WP$	VBG	3
VBN	PDT	18
VBN	CC	313
VBN	NNP	629
VBN	,	808
VBN	VBN	773
VBN	WP	19
VBN	RBR	87
VBN	CD	281
VBN	RP	328
VBN	JJ	1068
VBN	PRP	214
VBN	TO	2656
VBN	EX	2
VBN	WRB	55
VBN	RB	1267
VBN	WDT	6
VBN	VBP	29
VBN	VBZ	42
VBN	JJR	79
VBN	NNPS	3
VBN	(	10
VBN	UH	1
VBN	POS	4
VBN	$	150
VBN	``	115
VBN	:	106
VBN	JJS	4
VBN	.	1218
VBN	VB	17
VBN	MD	27
VBN	NN	1603
VBN	NNS	938
VBN	VBD	51
VBN	DT	1653
VBN	#	2
VBN	''	51
VBN	RBS	7
VBN	IN	8970
VBN	PRP$	237
VBN	)	16
VBN	VBG	500
WP	``	5
WP	NNP	57
WP	,	20
WP	VBN	4
WP	JJS	3
WP	LS	1
WP	RBR	2
WP	CD	5
WP	.	4
WP	VB	11
WP	JJ	17
WP	MD	186
WP	NN	38
WP	NNS	31
WP	PRP	233
WP	TO	17
WP	VBD	766
WP	DT	128
WP	RB	130
WP	WDT	1
WP	RBS	1
WP	IN	49
WP	VBP	454
WP	JJR	2
WP	VBZ	652
WP	PRP$	14
WP	)	3
WP	(	1
WP	VBG	1
WP	POS	1
RBR	CC	41
RBR	``	6
RBR	:	16
RBR	,	141
RBR	VBN	50
RBR	RBR	1
RBR	CD	1
RBR	RP	1
RBR	VB	30
RBR	.	261
RBR	MD	6
RBR	JJ	678
RBR	NNS	1
RBR	PRP	8
RBR	NN	11
RBR	VBD	17
RBR	DT	192
RBR	TO	37
RBR	WRB	3
RBR	RB	157
RBR	IN	491
RBR	VBP	2
RBR	JJR	1
RBR	VBZ	6
RBR	)	1
RBR	(	1
RBR	VBG	12
CD	CC	760
CD	NNP	603
CD	,	4249
CD	WP$	1
CD	VBN	137
CD	WP	11
CD	RBR	8
CD	CD	8655
CD	RP	1
CD	JJ	1640
CD	PRP	32
CD	TO	1714
CD	WRB	32
CD	RB	209
CD	FW	2
CD	WDT	34
CD	VBP	51
CD	JJR	93
CD	VBZ	110
CD	NNPS	40
CD	(	79
CD	POS	28
CD	$	3
CD	``	32
CD	:	347
CD	JJS	38
CD	VB	3
CD	.	3238
CD	MD	87
CD	NN	8975
CD	NNS	6951
CD	VBD	291
CD	DT	1296
CD	''	23
CD	RBS	8
CD	IN	3933
CD	PRP$	3
CD	)	447
CD	SYM	6
CD	VBG	82
RP	PDT	1
RP	CC	33
RP	NNP	51
RP	,	128
RP	VBN	4
RP	WP	8
RP	RBR	6
RP	CD	49
RP	RP	1
RP	JJ	108
RP	TO	92
RP	EX	1
RP	WRB	11
RP	RB	97
RP	VBP	4
RP	JJR	12
RP	VBZ	2
RP	$	16
RP	``	12
RP	:	11
RP	JJS	4
RP	.	197
RP	MD	1
RP	NNS	111
RP	NN	87
RP	DT	444
RP	VBD	4
RP	''	11
RP	#	2
RP	IN	418
RP	)	1
RP	PRP$	112
RP	VBG	29
JJ	PDT	2
JJ	CC	1294
JJ	NNP	2725
JJ	,	2176
JJ	VBN	144
JJ	WP	19
JJ	RBR	15
JJ	CD	1188
JJ	RP	5
JJ	JJ	5441
JJ	PRP	97
JJ	TO	2028
JJ	EX	3
JJ	WRB	49
JJ	RB	276
JJ	FW	8
JJ	WDT	9
JJ	VBP	72
JJ	NPS	1
JJ	JJR	49
JJ	VBZ	102
JJ	NNPS	117
JJ	(	45
JJ	UH	1
JJ	POS	14
JJ	$	214
JJ	``	154
JJ	:	241
JJ	JJS	32
JJ	VB	8
JJ	.	1796
JJ	MD	30
JJ	NNS	17364
JJ	NN	33486
JJ	VBD	104
JJ	DT	278
JJ	#	7
JJ	''	361
JJ	RBS	7
JJ	IN	4113
JJ	PRP$	20
JJ	)	43
JJ	VBG	232
PRP	PDT	1
PRP	CC	167
PRP	NNP	19
PRP	,	430
PRP	WP$	1
PRP	VBN	48
PRP	WP	16
PRP	CD	22
PRP	RBR	29
PRP	RP	69
PRP	JJ	156
PRP	PRP	34
PRP	TO	360
PRP	EX	3
PRP	WRB	24
PRP	RB	1169
PRP	FW	1
PRP	WDT	6
PRP	VBP	3671
PRP	JJR	31
PRP	VBZ	4572
PRP	NNPS	1
PRP	(	22
PRP	POS	25
PRP	$	5
PRP	``	74
PRP	:	68
PRP	JJS	2
PRP	.	644
PRP	VB	251
PRP	MD	2584
PRP	NNS	25
PRP	NN	57
PRP	VBD	5361
PRP	DT	245
PRP	''	10
PRP	RBS	5
PRP	IN	757
PRP	)	11
PRP	PRP$	3
PRP	VBG	48
TO	PDT	6
TO	CC	12
TO	NNP	1255
TO	,	16
TO	VBN	40
TO	WP	30
TO	RBR	25
TO	CD	2176
TO	JJ	849
TO	PRP	140
TO	TO	1
TO	WRB	14
TO	RB	258
TO	FW	2
TO	WDT	19
