#	#	166
$	$	8592
$	A$	30
$	C	1
$	C$	92
$	HK$	11
$	M$	9
$	NZ$	1
$	S$	2
$	US$	70
''	'	147
''	''	8745
(	(	1481
(	{	254
)	)	1499
)	}	257
,	,	59779
,	2	1
,	Wa	1
,	section	1
,	underwriters	1
.	!	69
.	.	47516
.	?	489
:	'	3
:	-	102
:	--	2641
:	...	240
:	:	1716
:	;	1503
CC	&	1276
CC	'N	1
CC	'n'	5
CC	AND	12
CC	And	641
CC	Both	3
CC	But	2139
CC	Either	5
CC	Neither	7
CC	Nor	16
CC	Or	37
CC	Plus	1
CC	So	7
CC	Yet	32
CC	and	19448
CC	and\/or	2
CC	both	30
CC	but	2013
CC	either	56
CC	et	1
CC	less	21
CC	minus	7
CC	neither	20
CC	nor	66
CC	one	1
CC	or	3064
CC	plus	51
CC	so	5
CC	times	4
CC	v.	7
CC	versus	3
CC	vs.	7
CC	whether	7
CC	yet	13
CD	'30s	1
CD	'40s	2
CD	'50s	1
CD	'60s	1
CD	'70s	1
CD	'71	1
CD	'80s	3
CD	'82	1
CD	'86	4
CD	'87	2
CD	'90s	1
CD	-0.06	1
CD	.125	1
CD	.23	1
CD	.270	1
CD	.50	1
CD	.9.82	1
CD	0	1
CD	0.0015	1
CD	0.0018	1
CD	0.0040	1
CD	0.0047	1
CD	0.0055	1
CD	0.0085	1
CD	0.01	8
CD	0.0108	1
CD	0.0115	1
CD	0.0182	1
CD	0.02	1
CD	0.03	4
CD	0.0343	1
CD	0.05	9
CD	0.06	1
CD	0.07	1
CD	0.1	17
CD	0.10	3
CD	0.11	1
CD	0.12	3
CD	0.13	4
CD	0.14	1
CD	0.15	3
CD	0.16	2
CD	0.17	2
CD	0.18	1
CD	0.19	6
CD	0.2	39
CD	0.20	1
CD	0.22	1
CD	0.24	4
CD	0.25	14
CD	0.26	2
CD	0.27	1
CD	0.272	1
CD	0.28	2
CD	0.3	21
CD	0.30	1
CD	0.31	3
CD	0.32	3
CD	0.35	1
CD	0.36	1
CD	0.37	1
CD	0.375	2
CD	0.39	1
CD	0.4	16
CD	0.43	3
CD	0.44	1
CD	0.45	2
CD	0.47	1
CD	0.48	1
CD	0.5	20
CD	0.50	2
CD	0.51	1
CD	0.53	2
CD	0.54	1
CD	0.55	1
CD	0.56	2
CD	0.57	1
CD	0.58	1
CD	0.59	2
CD	0.6	10
CD	0.60	6
CD	0.628394	1
CD	0.6287	1
CD	0.63	1
CD	0.65	1
CD	0.66	1
CD	0.7	20
CD	0.70	1
CD	0.71	2
CD	0.75	2
CD	0.76	1
CD	0.8	7
CD	0.82	2
CD	0.84	2
CD	0.85	1
CD	0.86	1
CD	0.88	4
CD	0.89	2
CD	0.9	21
CD	0.91	2
CD	0.92	1
CD	0.94	2
CD	0.95	4
CD	0.99	1
CD	1	718
CD	1,000	115
CD	1,001	1
CD	1,003,884	1
CD	1,010	1
CD	1,012	2
CD	1,013	2
CD	1,015	3
CD	1,022,000	1
CD	1,026.46	1
CD	1,027	1
CD	1,035,000	1
CD	1,040	2
CD	1,050	2
CD	1,050,000	1
CD	1,059.04	1
CD	1,062	1
CD	1,063,946	1
CD	1,068,000	1
CD	1,070,000	1
CD	1,074	1
CD	1,075,000	1
CD	1,087	1
CD	1,100	5
CD	1,108	1
CD	1,111	2
CD	1,118	1
CD	1,120	1
CD	1,120,317	1
CD	1,124	1
CD	1,130	1
CD	1,141	1
CD	1,143	1
CD	1,150	1
CD	1,150,000	2
CD	1,155	1
CD	1,174	1
CD	1,177,000	1
CD	1,200	7
CD	1,200,000	1
CD	1,214	1
CD	1,222	1
CD	1,234,100	1
CD	1,235	1
CD	1,240	1
CD	1,244	1
CD	1,250	2
CD	1,250,000	3
CD	1,263,000	1
CD	1,271	1
CD	1,275,000	1
CD	1,290	1
CD	1,296,000	1
CD	1,296,800	1
CD	1,298	1
CD	1,300	4
CD	1,300,000	1
CD	1,310	1
CD	1,325,900	1
CD	1,327	1
CD	1,342,264	1
CD	1,350,000	1
