PDT	<DEFAULT>	0
PDT	PRP$	0.083969465648855
PDT	DT	0.916030534351145
CC	<DEFAULT>	1.25841565469074e-05
CC	PDT	0.000629207827345372
CC	CC	0.000237554759303752
CC	NNP	0.16321651041339
CC	,	0.00723589001447178
CC	WP$	0.000237554759303752
CC	VBN	0.0139684137670673
CC	WP	0.00232806896117788
CC	RBR	0.00239098974391241
CC	CD	0.0441703894796451
CC	RP	0.000174001293941687
CC	JJ	0.109733845089033
CC	PRP	0.0381929151198641
CC	TO	0.00723589001447178
CC	EX	0.00346064305039955
CC	RB	0.0514062794941169
CC	WRB	0.00427861322594853
CC	FW	0.000174001293941687
CC	WDT	0.00125841565469074
CC	VBP	0.0114515824576858
CC	JJR	0.0103190083684641
CC	VBZ	0.0229031649153715
CC	NNPS	0.00333480148493047
CC	(	0.000300817097325401
CC	UH	0.000109489090102525
CC	$	0.0184987101239539
CC	``	0.00604039514251557
CC	:	0.000363951973108436
CC	JJS	0.0022022273957088
CC	VB	0.0302019757125779
CC	MD	0.0105077707166677
CC	NN	0.117787705279054
CC	NNS	0.0722959793619833
CC	DT	0.114389983011389
CC	VBD	0.0376895488579878
CC	#	0.000237554759303752
CC	RBS	0.00119549487195621
CC	IN	0.0517208834077896
CC	PRP$	0.0179324230793431
CC	)	0.000174001293941687
CC	VBG	0.0204492543887246
NNP	<DEFAULT>	3.18867383055387e-06
NNP	PDT	2.77233019593448e-05
NNP	CC	0.0417397404419502
NNP	NNP	0.380360957877619
NNP	,	0.139217499441982
NNP	WP$	4.40713168100202e-05
NNP	VBN	0.000765281719332929
NNP	WP	0.000573961289499697
NNP	RBR	0.000350754121360926
NNP	CD	0.0194190236280731
NNP	RP	6.01755793924042e-05
NNP	JJ	0.00824272185198176
NNP	PRP	0.000781225088485699
NNP	TO	0.00752527024010714
NNP	EX	4.40713168100202e-05
NNP	WRB	0.000605848027805236
NNP	RB	0.00913555052453685
NNP	FW	0.000334810752208157
NNP	WDT	0.000940658780013392
NNP	VBP	0.00443225662446988
NNP	JJR	0.000127546953222155
NNP	VBZ	0.0360320142852588
NNP	NNPS	0.0150186537419087
NNP	(	0.00408150250310896
NNP	POS	0.0552597174834986
NNP	$	0.000175377060680463
NNP	``	0.00102037562577724
NNP	:	0.00727017633366283
NNP	.	0.0532189662319441
NNP	VB	0.000892828672555084
NNP	MD	0.010921207869647
NNP	NN	0.058065750454386
NNP	NNS	0.0247122221867925
NNP	VBD	0.0666592264277287
NNP	DT	0.00280603297088741
NNP	''	0.0023915053729154
NNP	IN	0.0412136092599088
NNP	SYM	4.40713168100202e-05
NNP	)	0.00398584228819234
NNP	PRP$	0.000127546953222155
NNP	VBG	0.00143490322374924
,	<DEFAULT>	5.09917903217582e-06
,	PDT	0.000275355667737494
,	CC	0.0907755851307939
,	NNP	0.129784304726939
,	,	6.11901483861098e-05
,	WP$	0.00192748967416246
,	VBN	0.0202845341899954
,	WP	0.0125439804191525
,	RBR	0.000887257151598593
,	CD	0.0204986997093468
,	RP	9.17852225791648e-05
,	JJ	0.0414257304573964
,	PRP	0.0417010861251339
,	TO	0.00884197644179287
,	EX	0.00253939115802356
,	WRB	0.007801743919229
,	RB	0.0554076793636225
,	FW	0.000397735964509714
,	WDT	0.0359798072510326
,	VBP	0.00862781092244149
,	JJR	0.00152975370965275
,	VBZ	0.0309316200091785
,	NNPS	0.00100963744837081
,	(	0.000336545816123604
,	UH	0.000152975370965275
,	$	0.00211106011932079
,	``	0.0125745754933456
,	:	0.00012238029677222
,	JJS	0.000979042374177757
,	VB	0.00342664830962215
,	MD	0.010035184335322
,	NN	0.0503594921217684
,	NNS	0.0261281933608689
,	DT	0.136270460455867
,	VBD	0.0543368517668655
,	''	0.0571515985926266
,	RBS	0.000367140890316659
,	IN	0.0849931161083066
,	PRP$	0.00419152516444852
,	VBG	0.0432614349089797
WP$	<DEFAULT>	0.000779220779220779
WP$	$	0.0207338339027157
WP$	RB	0.0113794632772915
WP$	NNP	0.0545454545454545
WP$	JJS	0.0113794632772915
WP$	CD	0.0299364796619632
WP$	JJR	0.0113794632772915
